,word1,word2,prediction
84,architecture,urban,-0.5771600306034088
85,architecture,yellow,-1.0382423214614391
86,area,patio,-0.7783780694007874
87,arm,arrow,-0.6906238496303558
88,arm,caterpillar,-0.9351238757371902
89,army,battleship,-0.8809308633208275
90,aroma,fragrance,-0.36628180742263794
91,arrange,string,-0.8427595049142838
92,arrangement,flower,-0.6589466631412506
93,arrow,boxer,-0.969292800873518
94,art,beer,-0.8772635459899902
95,art,drive,-0.9434439316391945
96,art,gem,-0.7231085896492004
97,art,painting,-0.25875598192214966
98,art,work,-0.5718289315700531
99,assessments,charge,-0.8853837177157402
100,assets,credit,-0.5468936562538147
101,assistant,secretary,-0.3366255760192871
102,association,realtor,-0.7280730605125427
103,assumption,conclusion,-0.7662114948034286
104,asylum,dollar,-0.927284337580204
105,asylum,gem,-0.9767730347812176
106,athlete,participant,-0.5603066682815552
107,athletics,broadcasting,-0.907403364777565
108,attitude,respect,-0.49678826332092285
109,attitude,study,-0.8161064386367798
110,attorney,lawyer,-0.12628507614135742
111,attraction,pressure,-1.0796601846814156
112,attraction,quality,-0.8446689546108246
113,attribute,condition,-0.7794464826583862
114,automobile,racing,-0.5020788013935089
115,autumn,sunshine,-0.3803839087486267
116,baby,treat,-0.7276452779769897
117,back,out,-0.1571977138519287
118,backward,educated,-1.137967273592949
119,bacon,cooking,-0.6619234681129456
120,bacon,dessert,-0.8498419970273972
121,bacon,eat,-0.6929971575737
122,bacon,potato,-0.4356693625450134
123,bag,cop,-0.984203839674592
124,bag,wire,-0.7328586876392365
125,bait,pump,-0.8502195626497269
126,bakery,cake,-0.7480210959911346
127,bakery,work,-0.9085058346390724
128,bakery,zebra,-1.007294190581888
129,balance,gauge,-0.6643749475479126
130,ball,curl,-0.646287590265274
131,ball,egg,-0.9408101998269558
132,ball,situation,-0.9435480944812298
133,ball,sphere,-1.0011540787527338
134,band,ear,-0.7048312425613403
135,band,guitar,-0.3678744435310364
136,band,musician,-0.3832169771194458
137,band,punk,-0.28034865856170654
138,bar,boat,-0.7563982009887695
139,bar,cocktail,-0.6192334592342377
140,bar,pub,-0.45944279432296753
141,base,club,-0.6971108317375183
142,baseball,cheetah,-0.8180316388607025
143,baseball,rainbow,-0.84105584025383
144,baseball,season,-0.4073135256767273
145,basket,moss,-0.7638081312179565
146,bat,bat,-0.0
147,bat,boy,-0.710425615310669
148,bat,fruit,-0.8214437663555145
149,bat,march,-0.9019642695784569
150,bat,turn,-0.7415001094341278
151,bath,floor,-0.5918779969215393
152,bath,patio,-0.43480002880096436
153,bathroom,bedroom,-0.20896059274673462
154,bathroom,room,-0.2669870853424072
155,bathroom,sitting,-0.5985128283500671
156,bathroom,staircase,-0.5457417368888855
157,battle,fight,-0.29524654150009155
158,battle,war,-0.3209065794944763
159,bay,curve,-0.9858286483213305
160,bead,chess,-0.8319743722677231
161,bead,redhead,-0.7425780594348907
162,beard,blonde,-0.6394318640232086
163,beard,flamingo,-0.9784276112914085
164,beard,sport,-0.8668191134929657
165,beat,meter,-0.7044546902179718
166,bed,bedroom,-0.36702460050582886
167,bed,ceiling,-0.6964358985424042
168,bed,layer,-0.7725754827260971
169,bed,plant,-0.8483466356992722
170,bed,relax,-0.7618039101362228
171,bedroom,canyon,-0.7800019383430481
172,bedroom,cottage,-0.5661513805389404
173,bedroom,door,-0.3185538649559021
174,bedroom,floor,-0.3835242986679077
175,bedroom,pool,-0.6119384765625
176,bedroom,sleep,-0.5948164165019989
177,bedroom,stair,-0.9004157707095146
178,beef,cooking,-0.5954492688179016
179,beef,deer,-0.6859172880649567
180,beet,rank,-0.9112512022256851
181,belief,magic,-0.8349609971046448
182,belief,purpose,-0.35806959867477417
183,believe,levy,-0.8068475276231766
184,belly,dark,-0.7933000475168228
185,benefit,interest,-0.4789000153541565
186,benefited,help,-0.9198737516999245
187,bent,double,-0.9629653245210648
188,bent,inclination,-0.8711423426866531
189,berlin,germany,-0.3934980034828186
190,berry,flying,-1.186004176735878
191,berry,sweet,-0.660939633846283
192,bible,misty,-0.9112929254770279
193,bicycle,green,-0.9626175425946712
194,bikini,ivy,-0.8301355093717575
195,billboard,structure,-1.0494575053453445
196,bin,box,-0.8275871425867081
197,bin,cup,-1.0459209084510803
198,bird,cock,-0.7821193337440491
199,bird,goose,-0.5991052985191345
200,bird,shade,-1.0227366220206022
201,birthday,happy,-0.6248069703578949
202,bishop,priest,-0.2801637649536133
203,bishop,seizure,-0.8089329302310944
204,bishop,wine,-0.9139683395624161
205,bit,tool,-0.8797942847013474
206,bitter,bitter,-0.0
207,black,bright,-0.4629061222076416
208,black,brown,-0.4722593426704407
209,black,colour,-0.7921928614377975
210,black,grey,-0.6775017380714417
211,black,market,-0.9100972339510918
212,black,paint,-0.5747494697570801
213,black,purple,-0.3901393413543701
214,black,seat,-0.8407348692417145
215,black,skirt,-0.5872856676578522
216,black,stripe,-0.6064887940883636
217,black,white,-0.19256800413131714
218,blanket,covering,-0.5302625596523285
219,blast,smashing,-0.6343154907226562
220,bleach,white,-0.9942541099153459
221,blessing,deal,-0.7606856822967529
222,blessing,patronage,-0.7433691322803497
223,blonde,dark,-0.6067195236682892
224,blonde,girl,-0.3946279287338257
225,blonde,hair,-0.4590240716934204
226,blonde,redhead,-0.5564198195934296
227,blonde,wig,-0.5304312407970428
228,bloom,foliage,-0.430009663105011
229,bloom,friend,-0.960167970508337
230,bloom,glittering,-0.8276760429143906
231,bloom,plant,-0.7548505365848541
232,blossom,fruit,-0.5726772546768188
233,blossom,purple,-0.6038245260715485
234,blow,contact,-1.2053126692771912
235,blue,color,-0.5753865838050842
236,blue,grey,-0.6556351184844971
237,blue,shade,-0.5361380279064178
238,blue,yellow,-0.23341989517211914
239,blues,rhythm,-0.3673664331436157
240,blur,eye,-0.8085852414369583
241,blur,metro,-0.9082354679703712
242,board,commission,-0.26575589179992676
243,board,recommendation,-0.4053812623023987
244,boast,complain,-0.651086837053299
245,boast,explain,-0.6839784681797028
246,boat,ferry,-0.24047118425369263
247,boat,negro,-1.0981402844190598
248,boat,vessel,-0.22223687171936035
249,body,registration,-0.9204619601368904
250,bone,skull,-0.2509230971336365
251,book,copper,-0.9543353505432606
252,book,fair,-0.7357926666736603
253,book,fine,-0.642389327287674
254,book,open,-0.8956116735935211
255,book,smoking,-0.9604027979075909
256,boot,punch,-0.8598674237728119
257,born,live,-0.520286351442337
258,born,play,-0.7519207149744034
259,born,son,-0.38057225942611694
260,born,subway,-1.0088042439892888
261,bottle,glass,-0.5035728812217712
262,bottle,wine,-0.47901850938796997
263,bounce,bounced,-0.38644784688949585
264,bounce,swing,-0.397632896900177
265,box,return,-0.9093171283602715
266,boxer,lighthouse,-1.078714370727539
267,boy,hand,-0.6436568796634674
268,boy,live,-0.6399664282798767
269,boy,male,-0.6416501998901367
270,brace,stand,-0.7561544924974442
271,branch,lego,-1.0299250856041908
272,branch,limb,-0.8550029993057251
273,branch,president,-0.6852218508720398
274,brandy,difficulty,-1.053331933915615
275,brass,executive,-0.8382803946733475
276,bread,cover,-0.8590200692415237
277,bread,dessert,-0.4431651830673218
278,bread,ocean,-1.0666729807853699
279,bread,salad,-0.2581647038459778
280,bread,sandwich,-0.3012239336967468
281,break,scattered,-1.0800164341926575
282,breakfast,restaurant,-0.48988085985183716
283,brick,cell,-0.8744552880525589
284,brick,concrete,-0.35116034746170044
285,brick,construction,-0.4878172278404236
286,brick,house,-0.6355132460594177
287,brick,porch,-0.5824202299118042
288,brick,rabbit,-0.7307609915733337
289,brick,skyscraper,-0.47307461500167847
290,brick,staircase,-0.5627245903015137
291,brick,wall,-0.4379526376724243
292,bride,dress,-0.5747986733913422
293,bright,dark,-0.3648010492324829
294,bright,glittering,-0.5314481556415558
295,bright,grey,-0.7069427073001862
296,bright,red,-0.45642006397247314
297,bright,sky,-0.4927517771720886
298,bright,sun,-0.4836769700050354
299,broadcast,packet,-0.8012561649084091
300,brochure,reference,-0.7680282592773438
301,brokerage,politics,-1.1195938289165497
302,bronze,sculpture,-0.4900311827659607
303,brother,member,-0.6463370025157928
304,brown,feather,-0.7541898638010025
305,brown,grey,-0.5601720809936523
306,brown,insect,-1.079826757311821
307,brown,purple,-0.5897141098976135
308,brown,violet,-0.6778430342674255
309,brush,implement,-0.9547849074006081
310,bubble,surface,-0.7459456920623779
311,buck,horse,-0.7230444848537445
312,bucket,duck,-0.7820675522089005
313,bucket,girl,-0.8859962001442909
314,bud,foliage,-0.7133029401302338
315,bud,shade,-0.8100841343402863
316,budget,scale,-0.668758362531662
317,build,flesh,-0.9403108544647694
318,building,cafe,-0.6143374443054199
319,building,construction,-0.2868536710739136
320,building,floor,-0.4463939070701599
321,building,interior,-0.6152065396308899
322,building,sandwich,-0.952116820961237
323,building,sidewalk,-0.5485616028308868
324,building,zombie,-1.0888273417949677
325,bulgarian,nurse,-0.6517714858055115
326,bulletin,news,-0.5906909704208374
327,bundle,deceive,-0.7984083741903305
328,burger,eat,-0.6390980184078217
329,burger,frozen,-0.7649178802967072
330,burger,mac,-0.5836074352264404
331,burger,sandwich,-0.38624268770217896
332,burn,reading,-1.0353775694966316
333,burnt,treated,-0.7819232195615768
334,bury,hide,-0.5291750729084015
335,bus,subway,-0.24307656288146973
336,butterfly,insect,-0.48198533058166504
337,butterfly,stadium,-0.884984664618969
338,button,police,-1.0391092486679554
339,cafe,dinner,-0.5891610682010651
340,cafe,frog,-0.947571724653244
341,cafe,lunch,-0.6065094172954559
342,cafe,relax,-0.8536488860845566
343,cake,library,-0.9342731162905693
344,calendar,system,-0.8794336244463921
345,call,meeting,-0.6282715201377869
346,call,statement,-0.5228013694286346
347,cambridge,harvard,-0.39647746086120605
348,camel,highway,-0.7877115309238434
349,camel,outdoor,-0.8846843987703323
350,camera,painting,-0.7272626757621765
351,camera,photography,-0.5568042099475861
352,camp,camp,-0.0
353,camping,pitch,-0.9917550459504128
354,can,mill,-1.0125022483989596
355,canal,coffee,-1.019826389849186
356,canal,number,-1.0619596652686596
357,candy,sweet,-0.6198262870311737
358,canine,dog,-0.4561689496040344
359,canyon,pizza,-1.0572235397994518
360,canyon,river,-0.23390698432922363
361,capital,seed,-0.9412258081138134
362,captain,officer,-0.501141220331192
363,car,hawk,-0.8187505453824997
364,car,limousine,-0.559158593416214
365,car,tongue,-1.126611351966858
366,card,party,-0.8046676516532898
367,card,plastic,-0.7602158188819885
368,cardinal,village,-1.064834214746952
369,carnivore,predator,-0.7565335482358932
370,carriage,coach,-1.206111192703247
371,carrot,city,-1.2072906345129013
372,carrot,design,-0.9685656167566776
373,carrot,fruit,-0.5276530981063843
374,carrot,memorial,-1.0445528961718082
375,cartoon,wit,-0.8152057379484177
376,case,luggage,-0.9539623111486435
377,cash,credit,-0.2462887167930603
378,cast,gathering,-0.932946689426899
379,cat,garden,-0.8933402225375175
380,cat,jaguar,-0.7962876111268997
381,cat,licking,-0.8529002666473389
382,catering,loan,-0.8955250158905983
383,cd,stock,-0.7456987202167511
384,ceiling,door,-0.5820144414901733
385,ceiling,floor,-0.3908507227897644
386,ceiling,mug,-0.7286669313907623
387,ceiling,porch,-0.6663050055503845
388,cell,membrane,-0.5244888663291931
389,cemetery,cone,-1.2261683493852615
390,cemetery,graveyard,-0.5266137719154358
391,ceramic,live,-1.0608985982835293
392,ceramic,ocean,-0.9556322880089283
393,chair,rocker,-0.8995448723435402
394,chance,fortune,-0.7749356478452682
395,change,change,-0.0
396,change,energized,-0.9612642601132393
397,change,move,-0.4266790747642517
398,change,yielding,-1.0622832998633385
399,channel,sound,-0.8719217777252197
400,chapel,church,-0.41102737188339233
401,characteristic,nature,-0.6193653643131256
402,charge,sentence,-0.5643198490142822
403,check,draft,-0.8963626250624657
404,cheer,musician,-0.9964847506489605
405,chef,paris,-0.86794114112854
406,chemical,salt,-0.8743070960044861
407,chemistry,claim,-1.1237956285476685
408,cherry,dessert,-0.6752744019031525
409,cherry,fruit,-0.4520952105522156
410,cherry,peel,-0.5697274208068848
411,cherry,vine,-0.41234922409057617
412,chess,family,-1.0174664668738842
413,chicken,lamb,-0.2370131015777588
414,chicken,pepper,-0.4787653684616089
415,chicken,rice,-0.4903130531311035
416,chicken,rooster,-0.7914520651102066
417,chicken,star,-0.9888883987441659
418,child,fun,-0.879608690738678
419,chocolate,dessert,-0.3393888473510742
420,chooses,compare,-0.78413325548172
421,chopper,window,-0.8626041859388351
422,christmas,valentine,-0.7448978424072266
423,chuck,jaw,-1.0145036978647113
424,church,graveyard,-0.6876329779624939
425,church,porch,-0.7752763777971268
426,church,soldier,-0.8322747051715851
427,cigarette,skating,-0.8753068596124649
428,circle,oval,-0.8635682910680771
429,circle,wig,-0.9946259278804064
430,circulation,circulation,-0.0
431,citation,citation,-0.0
432,city,downtown,-0.2432396411895752
433,city,kansas,-0.39004218578338623
434,city,live,-0.634890079498291
435,city,ruin,-0.9030473902821541
436,city,skyline,-0.5618503093719482
437,city,small,-0.512753963470459
438,city,town,-0.23102998733520508
439,clean,remove,-0.6688225269317627
440,clear,clear,-0.0
441,clients,guest,-0.8281295448541641
442,cliff,sand,-0.4535366892814636
443,clock,stripe,-0.7285750210285187
444,closed,up,-0.6354112327098846
445,closing,closing,-0.0
446,closing,finale,-0.7230847179889679
447,cloud,energy,-0.8675317913293839
448,cloud,mist,-0.4801822900772095
449,cloud,misty,-0.6185265183448792
450,cloud,sunny,-0.801389142870903
451,clown,flood,-1.1997746676206589
452,club,cone,-0.8957104086875916
453,club,match,-0.5997717082500458
454,club,play,-0.5107950866222382
455,club,sign,-0.7156106531620026
456,coast,downtown,-0.7888345867395401
457,coast,glide,-0.9665481708943844
458,coast,lay,-1.1036028042435646
459,coast,slope,-0.7074155211448669
460,cock,penis,-0.509757936000824
461,cocktail,garage,-1.1286581754684448
462,cocktail,restaurant,-0.7023285925388336
463,code,software,-0.5777761340141296
464,coffee,meeting,-0.7884393930435181
465,coffee,sun,-0.6493923962116241
466,coin,silver,-0.5128041803836823
467,coin,ticket,-0.7142095565795898
468,cold,dripping,-0.6816779971122742
469,cold,ear,-0.9340005815029144
470,cold,hot,-0.41363459825515747
471,cold,puddle,-0.7969929873943329
472,cold,washing,-0.6256516575813293
473,cold,weather,-0.5247424840927124
474,collect,collect,-0.0
475,collection,data,-0.7252691686153412
476,collection,packet,-0.9079185649752617
477,collection,work,-0.6151487827301025
478,collision,smash,-0.8949848860502243
479,colony,depression,-0.86806720495224
480,color,quality,-0.5764411091804504
481,color,wine,-0.6801425516605377
482,color,yellow,-0.5246361196041107
483,colorful,frame,-0.8042827397584915
484,colour,grey,-0.7344383895397186
485,colour,red,-0.752906545996666
486,colour,wild,-1.029222533106804
487,combination,education,-0.7899987250566483
488,comfort,relief,-0.6393929421901703
489,commenting,note,-0.7441209852695465
490,commercial,manufacture,-0.7295536994934082
491,commissions,order,-0.9028636515140533
492,communication,tune,-1.0620229616761208
493,communications,tableware,-0.9183789044618607
494,communications,transmission,-0.6048237085342407
495,community,territory,-0.8182572722434998
496,commuter,scottish,-1.0078899022191763
497,comparison,scrutiny,-0.9797420762479305
498,compensation,offset,-0.7165831625461578
499,computer,lab,-0.6059708595275879
500,concert,sing,-0.5001305937767029
501,concerts,settle,-1.1227760165929794
502,conclusion,conclusion,-0.0
503,concrete,construction,-0.47911638021469116
504,concrete,school,-1.0058681103400886
505,condition,health,-0.5648558437824249
506,cone,windmill,-1.0110362572595477
507,conference,lawyer,-0.8627315163612366
508,conservation,traveling,-0.946571122854948
509,construction,violet,-1.1987932920455933
510,construction,window,-0.8053760230541229
511,consume,supply,-0.816777691245079
512,consumer,energy,-0.4904606342315674
513,continent,ground,-0.8440226465463638
514,continue,keep,-0.37933748960494995
515,convertible,pipe,-1.0073325331322849
516,cook,printer,-0.9417017064988613
517,cooking,salad,-0.5155705809593201
518,cooking,soup,-0.43242281675338745
519,cool,cool,-0.0
520,cool,jazz,-0.9223123788833618
521,copy,image,-0.7077644169330597
522,copy,work,-0.7808933407068253
523,corridor,hall,-1.0427403636276722
524,cost,postage,-0.6394963562488556
525,costume,ocean,-1.2446472495794296
526,costume,radiation,-1.2055312246084213
527,costume,shirt,-0.5793544948101044
528,cottage,sleep,-0.9008823409676552
529,couch,lounge,-0.6839180588722229
530,couple,live,-0.64181187748909
531,couple,makeup,-0.8829064965248108
532,couple,square,-0.8379035741090775
533,course,workshop,-0.960197739303112
534,cousin,relation,-0.8340156227350235
535,cover,dot,-0.8202336877584457
536,covering,covering,-0.0
537,crab,manufacturer,-0.9657477177679539
538,cracking,cracking,-0.0
539,craft,soup,-0.9792666491121054
540,craft,trade,-0.7553377449512482
541,craft,van,-0.8686502277851105
542,crane,implement,-1.0138906026259065
543,crane,stair,-0.5886195600032806
544,crane,wild,-1.0685855373740196
545,crash,striking,-0.848002091050148
546,crash,swing,-0.9649238958954811
547,credit,credit,-0.0
548,credit,flap,-1.0106435641646385
549,credit,latin,-0.7920580953359604
550,credit,man,-0.832345724105835
551,credit,money,-0.3467886447906494
552,credit,ovation,-0.9200653731822968
553,credit,sum,-0.5110265910625458
554,crew,unit,-0.7736496329307556
555,criminal,possession,-0.565807044506073
556,crochet,family,-1.1442926526069641
557,crochet,stitch,-0.5948918461799622
558,cross,meet,-0.7115726172924042
559,cross,pub,-0.9938204875215888
560,cross,shopping,-0.9502214901149273
561,cross,tower,-0.78580741584301
562,crystal,silhouette,-0.7845266908407211
563,crystal,spiral,-1.1082467660307884
564,cube,dice,-0.4446790814399719
565,cucumber,potato,-0.37910032272338867
566,cup,handbag,-1.1116369366645813
567,cup,shape,-0.7432835102081299
568,curl,licking,-0.6572938859462738
569,currency,exchange,-0.3738292455673218
570,curve,rainbow,-1.062350306659937
571,customer,mission,-0.9367962926626205
572,cute,fun,-0.5127666592597961
573,cute,guy,-0.5038077235221863
574,cute,lady,-0.6543956398963928
575,cute,music,-0.8907633498311043
576,cutter,knife,-0.5409116744995117
577,cutting,nip,-1.1379650980234146
578,dad,left,-0.7766369879245758
579,daisy,grass,-0.8678846657276154
580,daisy,violet,-0.5139065384864807
581,damned,people,-0.8203681856393814
582,dandelion,seed,-0.7624957710504532
583,dark,flamingo,-1.0042621190659702
584,dark,grey,-0.5533663034439087
585,dark,purple,-0.508103758096695
586,dark,rusty,-0.8922335132956505
587,dark,yellow,-0.5097672939300537
588,dashboard,protection,-1.0956640839576721
589,database,list,-0.7179317772388458
590,dawn,drug,-0.9873384032398462
591,dawn,night,-0.4717574119567871
592,dawn,sun,-0.5486325621604919
593,day,sunny,-0.7327516973018646
594,dead,face,-0.7834383100271225
595,dead,hanging,-0.6744453012943268
596,deaf,people,-0.8148728013038635
597,death,funeral,-0.6570232212543488
598,death,organic,-1.0380373485386372
599,death,texas,-0.7578157484531403
600,declare,promised,-0.589359313249588
601,decoration,interior,-0.5254683494567871
602,decoration,set,-0.8971922919154167
603,decrease,increase,-0.16258496046066284
604,defeat,disappointment,-0.501408040523529
605,defeated,people,-0.9711437523365021
606,defeated,upset,-0.44898736476898193
607,defense,protection,-0.6089610457420349
608,defensive,nazi,-0.9555407166481018
609,degree,quantity,-0.6905065178871155
610,degree,style,-0.8388719856739044
611,delaware,wine,-0.9945726818405092
612,demand,demand,-0.0
613,demand,request,-0.7468316853046417
614,demand,supply,-0.41411280632019043
615,demolition,skyline,-0.9046414867043495
616,demolition,skyscraper,-0.598443865776062
617,department,division,-0.6439626216888428
618,depression,depression,-0.0
619,descent,fall,-0.9107028096914291
620,desert,mountain,-0.25279414653778076
621,desert,scenery,-0.6283279359340668
622,desert,smoke,-0.7141397595405579
623,deserve,expect,-0.5773101150989532
624,deserve,merit,-0.40080922842025757
625,deserve,want,-0.48173463344573975
626,design,muscle,-0.8776010572910309
627,designation,recognition,-0.7415244281291962
628,desk,suspension,-1.0914988294243813
629,dessert,eye,-1.1448391377925873
630,dessert,fruit,-0.38644737005233765
631,dessert,lunch,-0.5162574946880341
632,dessert,orange,-0.7978145331144333
633,dessert,pepper,-0.7305676639080048
634,destroy,disassembled,-0.6739450693130493
635,develop,foundation,-0.8412340879440308
636,device,drum,-0.9571898803114891
637,devil,satan,-0.5659877955913544
638,dew,misty,-0.5154271125793457
639,dew,rain,-0.8166293799877167
640,die,played,-0.990495846606791
641,dignity,integration,-0.91798435151577
642,diluted,weak,-0.9671316631138325
643,diner,eat,-0.7475318014621735
644,diner,kitchen,-0.6464883685112
645,dinner,eat,-0.48514556884765625
646,dinner,lunch,-0.14929169416427612
647,dinner,night,-0.5297504961490631
648,direction,government,-0.7972420305013657
649,dirt,racing,-0.7456443309783936
650,dirt,road,-0.35942357778549194
651,dirt,sand,-0.255468487739563
652,dirty,feel,-0.8785496950149536
653,dirty,fun,-0.6088137030601501
654,dirty,rusty,-0.8380164206027985
655,discipline,science,-0.8371247351169586
656,discipline,system,-0.7035567462444305
657,disease,plague,-0.44920873641967773
658,distance,distribution,-1.0092785554006696
659,distinguish,promise,-0.9657838195562363
660,distinguish,sex,-0.8188488036394119
661,distribute,research,-0.7899073362350464
662,distributed,spread,-0.6924134194850922
663,divide,split,-0.354531466960907
664,division,lincoln,-0.8910149782896042
665,doctor,liability,-1.0337425917387009
666,document,resolution,-0.39283549785614014
667,dog,fauna,-0.9562239684164524
668,dog,pug,-0.5211329460144043
669,dog,puppy,-0.296226441860199
670,dollar,yen,-0.09736037254333496
671,domain,land,-0.7978521585464478
672,dome,uniform,-1.0176810901612043
673,doodle,scratch,-0.8819990232586861
674,door,interior,-0.8685780912637711
675,door,kitchen,-0.3977373242378235
676,door,porch,-0.5424441397190094
677,door,room,-0.2911023497581482
678,door,wall,-0.6207625567913055
679,door,window,-0.1861640214920044
680,doubt,ego,-0.6601707339286804
681,down,flush,-0.8111236840486526
682,downtown,shopping,-0.44197678565979004
683,downtown,shore,-0.7211342751979828
684,downtown,skyscraper,-0.481195867061615
685,dragon,drop,-1.1684075891971588
686,dragon,metal,-0.910649985074997
687,dragonfly,pond,-0.8830464407801628
688,drain,tap,-0.5691603422164917
689,drawing,music,-0.7627677917480469
690,dress,wear,-0.2028849720954895
691,dressing,sauce,-0.40839797258377075
692,drink,murder,-0.9855345217511058
693,drink,turn,-0.7802964001893997
694,dripping,puddle,-0.35227906703948975
695,drive,impulse,-0.7222608625888824
696,drive,mechanism,-0.9249023124575615
697,drive,operate,-0.699396938085556
698,drop,hanging,-0.8909468799829483
699,drug,operator,-0.8592172563076019
700,drug,reflection,-1.1771528124809265
701,duck,mallard,-0.6095452904701233
702,duck,outfit,-0.8210894614458084
703,dude,feel,-0.7217336595058441
704,dude,friend,-0.7135718464851379
705,dude,sexy,-0.6861018538475037
706,dude,stop,-0.9374468922615051
707,dusk,misty,-0.5418067276477814
708,dusk,skirt,-1.047812718898058
709,earn,make,-0.5972743630409241
710,east,israel,-0.5423300266265869
711,easter,preference,-0.9652616009116173
712,eat,eat,-0.0
713,eat,fruit,-0.5321486294269562
714,eat,rabbit,-0.6961439549922943
715,eat,truck,-0.9919605264440179
716,edit,issue,-1.069514937698841
717,edition,issue,-0.8465191870927811
718,educated,learned,-0.8512611389160156
719,education,education,-0.0
720,egg,family,-0.876856118440628
721,egg,lego,-0.793332502245903
722,eight,movement,-0.9545094631612301
723,electronics,guess,-1.0020236212294549
724,element,mixture,-0.7761669009923935
725,element,nickel,-0.7315539121627808
726,eliminate,eliminate,-0.0
727,emergency,temp,-0.8419276177883148
728,emission,gum,-0.8013465404510498
729,empty,evacuated,-0.7549971044063568
730,end,terminate,-0.7748260498046875
731,energy,force,-0.6591780185699463
732,enforcing,execute,-0.7041807174682617
733,engineering,technology,-0.3864876627922058
734,enhanced,increased,-0.5992943346500397
735,environment,land,-0.8417599499225616
736,equipment,rescue,-0.7608823776245117
737,escalator,railway,-0.6593018770217896
738,establishment,institution,-0.44584572315216064
739,evaluate,terminate,-0.776711493730545
740,evidence,identification,-0.612309604883194
741,evidence,record,-0.778008371591568
742,evolution,publicity,-1.047021646052599
743,examination,study,-0.4443686008453369
744,example,specimen,-0.891191653907299
745,exclude,lack,-0.9702616911381483
746,exhibit,parade,-0.6297723948955536
747,exhibition,museum,-0.340546190738678
748,exhibition,soup,-1.0030496318358928
749,expanse,sheet,-0.8302748054265976
750,expect,think,-0.3951910734176636
751,expectation,possibility,-0.6214127242565155
752,experience,inexperience,-0.7391226291656494
753,explain,swear,-0.7035555839538574
754,explanation,theory,-0.6158169806003571
755,explosion,stencil,-1.1858815550804138
756,express,mail,-0.6066082119941711
757,eye,lip,-0.5827576816082001
758,eye,tear,-0.7030456364154816
759,fabric,photo,-0.9442234560847282
760,fabric,sail,-0.9268040433526039
761,face,glittering,-0.8521936535835266
